chr	start	end	Name	WT_SPRM	KO_SPRM	Linear	log2FC	abs_log2FC	gene	distance_TSS
chrX	106203545	106204132	.,TIM_007_36_gap500_peak_13157,TIM_007_34_gap500_peak_13379,TIM_007_35_gap500_peak_15899	0.5	1.659519445	3.31903889	1.7307655339300523	1.7307655339300523	NONE	NA
chr2	79255420	79265877	TIM_007_33_gap500_peak_9105,TIM_007_35_gap500_peak_8382,TIM_007_34_gap500_peak_7025,TIM_007_36_gap500_peak_6938	0.796919198	2.644611074	3.3185435620538284	1.7305502124095908	1.7305502124095908	NONE	NA
chr3	152701505	152701908	TIM_007_32_gap500_peak_9841,TIM_007_33_gap500_peak_10815,.	1.64787414	0.5	0.3034212309442516	-1.7206060577323794	1.7206060577323794	NONE	NA
chr4	134396316	134396642	TIM_007_32_gap500_peak_10653,.	1.646489554	0.5	0.30367638761223503	-1.7193933589176498	1.7193933589176498	Pafah2	(-992)
chr13	110743890	110744674	TIM_007_31_gap500_peak_3846,TIM_007_32_gap500_peak_4258,TIM_007_33_gap500_peak_4783,.	1.643978265	0.5	0.3041402740199853	-1.7171912253067019	1.7171912253067019	NONE	NA
chr4	130910612	130922007	TIM_007_33_gap500_peak_11621,TIM_007_32_gap500_peak_10574,TIM_007_31_gap500_peak_9558,TIM_007_36_gap500_peak_8789,TIM_007_34_gap500_peak_8907,TIM_007_35_gap500_peak_10660	0.767547211	2.5168577	3.2790917143987905	1.7132962536851961	1.7132962536851961	Laptm5	(+3185)
chr1	85282005	85282522	TIM_007_31_gap500_peak_303,.	1.629918308	0.5	0.30676384058384354	-1.7047996579552875	1.7047996579552875	NONE	NA
chr1	85164218	85164615	TIM_007_33_gap500_peak_403,.	1.622395411	0.5	0.3081862760520345	-1.6981254767482046	1.6981254767482046	NONE	NA
chr8	91074067	91074784	TIM_007_33_gap500_peak_15765,TIM_007_32_gap500_peak_14362,TIM_007_31_gap500_peak_12976,TIM_007_34_gap500_peak_12096,TIM_007_35_gap500_peak_14400	3.387608716	1.044649002	0.30837357250441083	-1.6972489627424232	1.6972489627424232	Rbl2	(+4369)
chrY	4155406	4157390	.,TIM_007_36_gap500_peak_13294	0.5	1.611082108	3.222164216	1.6880300221548603	1.6880300221548603	NONE	NA
chr19	4299482	4299812	TIM_007_31_gap500_peak_6571,TIM_007_32_gap500_peak_7308,TIM_007_33_gap500_peak_8065,TIM_007_36_gap500_peak_6087	2.306987044	0.719087316	0.31169976349464057	-1.6817710345831727	1.6817710345831727	NONE	NA
chr2	73012738	73012960	.,TIM_007_35_gap500_peak_8345	0.5	1.587623617	3.175247234	1.6668689286971436	1.6668689286971436	NONE	NA
chr4	3055346	3055667	.,TIM_007_36_gap500_peak_8236	0.5	1.583624697	3.167249394	1.6632304718249213	1.6632304718249213	NONE	NA
chr18	73533330	73535319	.,TIM_007_35_gap500_peak_7278	0.5	1.582989572	3.165979144	1.6626517517016015	1.6626517517016015	NONE	NA
chr11	17221298	17221594	.,TIM_007_35_gap500_peak_1957	0.5	1.574648292	3.149296584	1.655029629215981	1.655029629215981	NONE	NA
chrY	90819542	90819966	TIM_007_33_gap500_peak_17701,.	1.574205448	0.5	0.31762054986865984	-1.6546238378394025	1.6546238378394025	NONE	NA
chr4	3050266	3053222	.,TIM_007_34_gap500_peak_8319	0.5	1.561927034	3.123854068	1.6433270590207858	1.6433270590207858	NONE	NA
chr1	48881388	48881754	.,TIM_007_36_gap500_peak_134,TIM_007_34_gap500_peak_132	0.5	1.555189346	3.110378692	1.6370902407451084	1.6370902407451084	NONE	NA
chr13	85724380	85724651	.,TIM_007_35_gap500_peak_4189	0.5	1.544063599	3.088127198	1.6267321775232446	1.6267321775232446	NONE	NA
chr6	3050547	3051795	.,TIM_007_36_gap500_peak_9922	0.5	1.542809628	3.085619256	1.625560054336061	1.625560054336061	NONE	NA
chrX	7306637	7307111	TIM_007_31_gap500_peak_13997,TIM_007_33_gap500_peak_16937,.	1.523374814	0.5	0.32821863365794096	-1.6072709488974142	1.6072709488974142	NONE	NA
chr15	21656281	21656757	TIM_007_31_gap500_peak_4447,TIM_007_32_gap500_peak_4951,TIM_007_33_gap500_peak_5585,.	1.506471092	0.5	0.3319014899490683	-1.5911729890104467	1.5911729890104467	NONE	NA
chr11	11695111	11701962	TIM_007_31_gap500_peak_1658,TIM_007_32_gap500_peak_1850,TIM_007_33_gap500_peak_2163,TIM_007_32_gap500_peak_1851,TIM_007_35_gap500_peak_1940,TIM_007_34_gap500_peak_1552,TIM_007_36_gap500_peak_1537	2.429314863	0.814099576	0.33511488708164217	-1.5772723169042302	1.5772723169042302	NONE	NA
chr4	147420324	147422334	TIM_007_32_gap500_peak_10801,.	1.491823583	0.5	0.33516027343831045	-1.5770769384219405	1.5770769384219405	NONE	NA
chr1	85082953	85084992	TIM_007_33_gap500_peak_398,.	1.488534403	0.5	0.335900869333149	-1.5738925655221554	1.5738925655221554	NONE	NA
chr17	53152385	53153626	TIM_007_31_gap500_peak_5978,TIM_007_33_gap500_peak_7349,.	1.48077235	0.5	0.3376616263803143	-1.5663498615783442	1.5663498615783442	NONE	NA
chr17	62737374	62737801	TIM_007_31_gap500_peak_6036,TIM_007_33_gap500_peak_7415,.	1.471063269	0.5	0.33989020767263817	-1.5568592968372217	1.5568592968372217	NONE	NA
chrX	167200584	167210909	TIM_007_32_gap500_peak_16047,TIM_007_35_gap500_peak_16082,TIM_007_36_gap500_peak_13281,TIM_007_34_gap500_peak_13506,TIM_007_36_gap500_peak_13282	0.632724423	1.859374564	2.9386799314367544	1.555168235316374	1.555168235316374	Tmsb4x	(+3568)
chr1	85627256	85628903	.,TIM_007_35_gap500_peak_349	0.5	1.465284844	2.930569688	1.5511811445663017	1.5511811445663017	NONE	NA
chr1	85489470	85491639	TIM_007_33_gap500_peak_411,.	1.463547015	0.5	0.3416357622102082	-1.5494690916420357	1.5494690916420357	NONE	NA
chr1	85285410	85288328	TIM_007_31_gap500_peak_304,TIM_007_32_gap500_peak_343,.	1.444828184	0.5	0.34606190932388403	-1.530897940595063	1.530897940595063	NONE	NA
chr1	157084670	157085143	TIM_007_31_gap500_peak_588,TIM_007_33_gap500_peak_786,.	1.444032875	0.5	0.3462525048122606	-1.5301035871416926	1.5301035871416926	NONE	NA
chrX	145514866	145515779	TIM_007_33_gap500_peak_17565,TIM_007_32_gap500_peak_15976,.	1.423377566	0.5	0.35127713963141105	-1.5093184027948396	1.5093184027948396	NONE	NA
chr5	83793915	83795849	TIM_007_33_gap500_peak_12463,.	1.422496306	0.5	0.35149476163209104	-1.5084249060837722	1.5084249060837722	NONE	NA
chrX	15250490	15250707	TIM_007_33_gap500_peak_17004,.	1.420711493	0.5	0.35193633785856904	-1.5066136130765206	1.5066136130765206	NONE	NA
chr8	116946506	116946725	TIM_007_31_gap500_peak_13123,TIM_007_32_gap500_peak_14535,TIM_007_33_gap500_peak_15942,TIM_007_32_gap500_peak_14536,TIM_007_36_gap500_peak_12050	1.883711353	0.663430403	0.3521932391305177	-1.5055608801148725	1.5055608801148725	Atmin	(+3223)
chr6	4923787	4924228	TIM_007_31_gap500_peak_10787,TIM_007_32_gap500_peak_11959,.	1.415792651	0.5	0.35315905874129305	-1.5016099919193266	1.5016099919193266	NONE	NA
chr5	146666447	146666882	TIM_007_31_gap500_peak_10739,TIM_007_32_gap500_peak_11897,.	1.407567136	0.5	0.35522284316817127	-1.4932037354240588	1.4932037354240588	NONE	NA
chr6	48120496	48121508	TIM_007_32_gap500_peak_12159,TIM_007_33_gap500_peak_13375,.	1.406945304	0.5	0.35537984211502793	-1.4925662438681409	1.4925662438681409	NONE	NA
chr6	97357611	97358009	.,TIM_007_35_gap500_peak_12468,TIM_007_36_gap500_peak_10321	0.5	1.406838436	2.813676872	1.4924566562466672	1.4924566562466672	NONE	NA
chr16	93787529	93789514	TIM_007_32_gap500_peak_6024,TIM_007_31_gap500_peak_5417,.	1.405657892	0.5	0.3557053269117917	-1.491245515056955	1.491245515056955	NONE	NA
chr2	60877788	60878239	TIM_007_32_gap500_peak_8200,TIM_007_31_gap500_peak_7400,TIM_007_33_gap500_peak_8975,TIM_007_32_gap500_peak_8201,TIM_007_35_gap500_peak_8278,TIM_007_36_gap500_peak_6850	1.959448148	0.70312558	0.35883857438007594	-1.4785931096593177	1.4785931096593177	Rbms1	(+3424)
chr5	20948321	20955666	TIM_007_31_gap500_peak_9913,TIM_007_34_gap500_peak_9246,TIM_007_35_gap500_peak_11041,TIM_007_36_gap500_peak_9111,TIM_007_36_gap500_peak_9112	0.828344957	2.297237231	2.7732857085529403	1.4715962529008204	1.4715962529008204	Rsbn1l	(-172)
chr9	83558985	83559459	TIM_007_31_gap500_peak_13699,.	1.384249462	0.5	0.3612065698603103	-1.4691039611530605	1.4691039611530605	NONE	NA
chrY	90788965	90791528	TIM_007_33_gap500_peak_17700,.	1.368951903	0.5	0.36524292701903643	-1.4530717595816884	1.4530717595816884	NONE	NA
chr10	80295744	80296175	TIM_007_31_gap500_peak_1231,TIM_007_32_gap500_peak_1391,TIM_007_33_gap500_peak_1630,TIM_007_33_gap500_peak_1631,TIM_007_36_gap500_peak_1135,TIM_007_35_gap500_peak_1438	2.327740847	0.850267561	0.3652758691311482	-1.4529416454160773	1.4529416454160773	Rps15	(+3507)
chr18	23807053	23809045	TIM_007_33_gap500_peak_7665,TIM_007_32_gap500_peak_6916,TIM_007_31_gap500_peak_6230,TIM_007_35_gap500_peak_7023,TIM_007_34_gap500_peak_5855	2.118767717	0.776830038	0.36664237979797387	-1.4475545398043912	1.4475545398043912	Mapre2	(+4065)
chr8	20372834	20373054	TIM_007_33_gap500_peak_15303,.	1.358243023	0.5	0.3681226345603691	-1.4417416362165607	1.4417416362165607	NONE	NA
chr1	85245684	85247782	.,TIM_007_34_gap500_peak_276,TIM_007_35_gap500_peak_341	0.5	1.355883544	2.711767088	1.4392332716094827	1.4392332716094827	NONE	NA
chr2	25574478	25577909	TIM_007_33_gap500_peak_8694,TIM_007_35_gap500_peak_8010,TIM_007_34_gap500_peak_6727,TIM_007_36_gap500_peak_6627	0.668412631	1.80338138	2.6980061362724306	1.4318936295166245	1.4318936295166245	Phpt1	(-970)
chr4	3056052	3056344	.,TIM_007_35_gap500_peak_9943	0.5	1.344799689	2.689599378	1.4273912960473594	1.4273912960473594	NONE	NA
chr7	135646905	135654588	TIM_007_32_gap500_peak_13768,TIM_007_35_gap500_peak_13804,TIM_007_36_gap500_peak_11428,TIM_007_34_gap500_peak_11595	0.504773484	1.355050069	2.684471573788135	1.424638128097549	1.424638128097549	NONE	NA
chr1	85493244	85495225	TIM_007_32_gap500_peak_347,.	1.342078803	0.5	0.372556364709979	-1.4244693849207384	1.4244693849207384	NONE	NA
chr5	15458746	15458971	.,TIM_007_34_gap500_peak_9240	0.5	1.338695254	2.677390508	1.4208275771061245	1.4208275771061245	NONE	NA
chr13	23526555	23526810	.,TIM_007_36_gap500_peak_3156	0.5	1.335765911	2.671531822	1.4176672019513168	1.4176672019513168	Hist1h4h	(-4367)
chr4	146167852	146169820	TIM_007_31_gap500_peak_9740,.	1.32440705	0.5	0.37752743765596836	-1.4053465955311557	1.4053465955311557	NONE	NA
chr10	58223964	58225366	TIM_007_31_gap500_peak_1052,.	1.319682649	0.5	0.37887896789343933	-1.4001910388570726	1.4001910388570726	AW822073	(+265)
chr1	85095588	85097368	TIM_007_32_gap500_peak_338,.	1.318878908	0.5	0.379109861388427	-1.3993121105731008	1.3993121105731008	NONE	NA
chr2	30783432	30784564	.,TIM_007_36_gap500_peak_6710,TIM_007_35_gap500_peak_8099	0.5	1.316675413	2.633350826	1.3968997360494573	1.3968997360494573	NONE	NA
chr17	51364225	51365809	.,TIM_007_35_gap500_peak_6713	0.5	1.307727334	2.615454668	1.3870617649238193	1.3870617649238193	NONE	NA
chrX	94904341	94904610	TIM_007_33_gap500_peak_17345,.	1.297559366	0.5	0.38533882387312673	-1.3758005463477063	1.3758005463477063	NONE	NA
chr1	102628071	102628462	TIM_007_32_gap500_peak_434,.	1.294975985	0.5	0.3861075462337628	-1.372925343747614	1.372925343747614	NONE	NA
chr4	146537356	146539257	TIM_007_32_gap500_peak_10792,TIM_007_31_gap500_peak_9746,.	1.292398952	0.5	0.38687744154097703	-1.370051485842024	1.370051485842024	NONE	NA
chr12	42728171	42729115	TIM_007_33_gap500_peak_3552,.	1.287742892	0.5	0.3882762647002054	-1.3648445767883226	1.3648445767883226	NONE	NA
chr15	59647313	59653109	TIM_007_33_gap500_peak_5739,TIM_007_35_gap500_peak_5172,TIM_007_34_gap500_peak_4283,TIM_007_36_gap500_peak_4238,TIM_007_34_gap500_peak_4284	0.581849179	1.494715866	2.5689060326060886	1.361154119210083	1.361154119210083	Trib1	(+1861)
chr1	85233741	85235062	TIM_007_33_gap500_peak_407,.	1.282388452	0.5	0.38989745986889157	-1.3588333390912612	1.3588333390912612	NONE	NA
chr4	89216919	89217361	TIM_007_32_gap500_peak_10252,TIM_007_31_gap500_peak_9263,TIM_007_33_gap500_peak_11280,.	1.268362823	0.5	0.3942089683907426	-1.3429674963200973	1.3429674963200973	NONE	NA
chr1	88219233	88221676	.,TIM_007_34_gap500_peak_306	0.5	1.255939547	2.511879094	1.328767023670409	1.328767023670409	NONE	NA
chr11	121982250	121982661	TIM_007_31_gap500_peak_2736,.	1.251178836	0.5	0.39962312789632254	-1.3232880144202415	1.3232880144202415	NONE	NA
chr18	69576415	69578374	TIM_007_32_gap500_peak_7172,TIM_007_35_gap500_peak_7267	0.512506782	1.27806945	2.49376104841477	1.3183232330975456	1.3183232330975456	NONE	NA
chr19	39107658	39107919	.,TIM_007_35_gap500_peak_7696	0.5	1.24470433	2.48940866	1.3158030818098563	1.3158030818098563	NONE	NA
chr4	147401348	147402755	.,TIM_007_35_gap500_peak_10878	0.5	1.240070285	2.48014057	1.3104218923438546	1.3104218923438546	NONE	NA
chr3	60472528	60481202	TIM_007_32_gap500_peak_9262,TIM_007_35_gap500_peak_9334,TIM_007_34_gap500_peak_7823,TIM_007_36_gap500_peak_7729,TIM_007_34_gap500_peak_7824,TIM_007_36_gap500_peak_7730	0.722711896	1.78185424	2.465511153008612	1.301886779042164	1.301886779042164	NONE	NA
chr5	105718324	105718867	.,TIM_007_34_gap500_peak_9603	0.5	1.229513355	2.45902671	1.2980874056030725	1.2980874056030725	NONE	NA
chr13	33315737	33318459	TIM_007_31_gap500_peak_3427,.	1.227556832	0.5	0.407313117377526	-1.2957898183049923	1.2957898183049923	NONE	NA
chr14	54492681	54492960	.,TIM_007_35_gap500_peak_4647	0.5	1.223387726	2.446775452	1.2908817069952674	1.2908817069952674	NONE	NA
chr6	108668227	108668779	TIM_007_32_gap500_peak_12459,TIM_007_31_gap500_peak_11259,TIM_007_33_gap500_peak_13736,TIM_007_32_gap500_peak_12460,TIM_007_31_gap500_peak_11260,TIM_007_34_gap500_peak_10483,TIM_007_35_gap500_peak_12499,TIM_007_36_gap500_peak_10347	2.200741879	0.900338866	0.40910698096457676	-1.2894499394334729	1.2894499394334729	NONE	NA
chr11	104072914	104073238	TIM_007_33_gap500_peak_3140,.	1.215457948	0.5	0.41136758439297316	-1.2814999803585494	1.2814999803585494	NONE	NA
chrX	94878189	94879221	TIM_007_33_gap500_peak_17342,.	1.214565541	0.5	0.411669838408498	-1.2804403435138345	1.2804403435138345	NONE	NA
chr1	85179914	85180612	TIM_007_32_gap500_peak_341,.	1.203582458	0.5	0.41542646012875006	-1.2673349849138025	1.2673349849138025	NONE	NA
chr1	138158540	138163062	.,TIM_007_35_gap500_peak_596	0.5	1.202071121	2.404142242	1.2655222561810318	1.2655222561810318	NONE	NA
chr4	58838764	58839159	TIM_007_33_gap500_peak_11147,.	1.199394627	0.5	0.4168769717191671	-1.2623064150033636	1.2623064150033636	NONE	NA
chr7	34957951	34958437	TIM_007_31_gap500_peak_11855,.	1.191336425	0.5	0.41969672840314604	-1.2525808776367426	1.2525808776367426	NONE	NA
chr13	115501947	115502534	TIM_007_32_gap500_peak_4302,TIM_007_33_gap500_peak_4836,.	1.191034249	0.5	0.41980320920225694	-1.2522148994757694	1.2522148994757694	NONE	NA
chr4	147124849	147125113	TIM_007_31_gap500_peak_9750,.	1.187399424	0.5	0.4210882958959562	-1.2478053183770892	1.2478053183770892	NONE	NA
chr4	133649641	133650184	.,TIM_007_36_gap500_peak_8837,TIM_007_35_gap500_peak_10716,TIM_007_34_gap500_peak_8958	0.5	1.186771276	2.373542552	1.2470419141065454	1.2470419141065454	NONE	NA
chr16	93686152	93686643	TIM_007_33_gap500_peak_6731,.	1.177084459	0.5	0.42477835483851206	-1.2352178413694506	1.2352178413694506	Cbr3	(+3183)
chrX	103672690	103672912	.,TIM_007_35_gap500_peak_15880	0.5	1.177047281	2.354094562	1.2351722733875714	1.2351722733875714	NONE	NA
chr11	116394464	116394945	TIM_007_32_gap500_peak_2912,.	1.176867426	0.5	0.4248566906974618	-1.2349518100748504	1.2349518100748504	NONE	NA
chr10	72695161	72695384	.,TIM_007_35_gap500_peak_1334	0.5	1.1761204730000001	2.3522409460000002	1.2340358466518904	1.2340358466518904	NONE	NA
chr2	32165174	32165389	TIM_007_33_gap500_peak_8805,.	1.175299646	0.5	0.4254234243171039	-1.233028622905815	1.233028622905815	NONE	NA
chr2	114144486	114144823	TIM_007_31_gap500_peak_7634,.	1.170864021	0.5	0.4270350707104014	-1.2275735373079186	1.2275735373079186	NONE	NA
chr4	103122914	103123354	TIM_007_33_gap500_peak_11350,TIM_007_31_gap500_peak_9305,TIM_007_32_gap500_peak_10306,TIM_007_31_gap500_peak_9306,TIM_007_33_gap500_peak_11351,TIM_007_36_gap500_peak_8567,TIM_007_34_gap500_peak_8675	1.993940601	0.853760063	0.4281772799911004	-1.2237198496398622	1.2237198496398622	NONE	NA
chr10	67636568	67637114	TIM_007_31_gap500_peak_1125,.	1.167714421	0.5	0.42818688457389537	-1.2236874884446087	1.2236874884446087	NONE	NA
chr8	20056710	20056963	TIM_007_33_gap500_peak_15297,.	1.167267985	0.5	0.42835064991523775	-1.223135817468873	1.223135817468873	NONE	NA
chr8	20380176	20382162	TIM_007_33_gap500_peak_15305,.	1.164590765	0.5	0.4293353639980135	-1.2198230836127208	1.2198230836127208	NONE	NA
chr6	47650771	47651904	TIM_007_31_gap500_peak_10950,TIM_007_33_gap500_peak_13350,TIM_007_32_gap500_peak_12129,TIM_007_32_gap500_peak_12130,TIM_007_31_gap500_peak_10951,TIM_007_31_gap500_peak_10952,TIM_007_32_gap500_peak_12131,TIM_007_34_gap500_peak_10200,TIM_007_35_gap500_peak_12159,TIM_007_36_gap500_peak_10057	4.125626962	1.772376579	0.4296017539454891	-1.2189282114260163	1.2189282114260163	NONE	NA
chr5	32720118	32720967	.,TIM_007_36_gap500_peak_9200	0.5	1.163600527	2.327201054	1.2185958549541869	1.2185958549541869	NONE	NA
chr3	92258737	92259932	.,TIM_007_35_gap500_peak_9527	0.5	1.162218339	2.324436678	1.2168811246825606	1.2168811246825606	NONE	NA
chr10	108168193	108168588	TIM_007_33_gap500_peak_1890,.	1.161021138	0.5	0.430655380539678	-1.2153942387066359	1.2153942387066359	NONE	NA
